cluster_id	priority_band	priority_score	recommended_next_action	cluster_confidence	representative_name	preferred_family_hint	node_count	root_row_count	search_lead_count	open_review_count	receipt_count	cluster_review_decision	cluster_review_receipt_path	cluster_review_parent_key	max_source_object_score	max_pair_evidence_score	record_kind_counts	inventory_status_counts	review_decision_counts	strict_keys	review_keys	manifest_paths	example_node_names
cluster_replication_package_for_governance_thresholds_in_member_based_organizations_v3_0_8ff4ce148739	medium	43	review_cluster_representative	strict	"Replication Package for ""Governance Thresholds in Member-Based Organizations"" (v3.0 — corrected)"		2	0	2	2	0				6	1	candidate_corpus_or_database=2	discovered_search_lead=2		title:replication_package_for_governance_thresholds_in_member_based_organizations_v3_0_corrected		steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	"Replication Package for ""Governance Thresholds in Member-Based Organizations"" (v3.0 — corrected)"
cluster_rrr_elliott_2021_ed0504b0e5c9	medium	43	inventory_source_family_artifacts	strict	RRR Elliott 2021		2	2	0	0	0				4	5	replication_project=2	auto_integrate=1 | integrated_live=1		title:rrr_elliott_2021		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	RRR Elliott 2021
cluster_dataset_for_a_plea_to_stop_using_the_case_control_design_in_retrospective_databa_0a8f3306492a	medium	42	review_cluster_representative	strict	Dataset for: A plea to stop using the case-control design in retrospective database studies		2	0	2	2	0				7	0	candidate_repository_package=2	discovered_search_lead=2		title:dataset_for_a_plea_to_stop_using_the_case_control_design_in_retrospective_database_studies		steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	Dataset for: A plea to stop using the case-control design in retrospective database studies
cluster_i4r_public_workbook_0a4e35430416	medium	42	deprioritize_or_context_review	singleton	I4R public workbook		1	1	0	0	0				9	1	replication_project=1	catalog_not_integrated=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	I4R public workbook
cluster_many_labs_4_local_meta_analysis_manual_51e31e7fba5b	medium	42	inventory_source_family_artifacts	singleton	Many Labs 4 local meta-analysis (manual)	many_labs	1	1	0	0	0				4	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Many Labs 4 local meta-analysis (manual)
cluster_osf_04_1_2_functions_0f840e07c143	medium	42	review_cluster_representative	strict	osf 04 1-2 functions		3	0	3	3	0				4	1	candidate_result_table=3	needs_triage_search_lead=3		lead_harvest:communication_privacy_2025		steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	osf 04 1-2 functions | osf 05 3-2 study2 vitak | osf 06 3-3 study3 dienlintrepte
cluster_replicationsuccess_package_data_rprojects_ssrp_protzko2020_0941d39ea08b	medium	42	review_cluster_representative	strict	ReplicationSuccess package data (`RProjects`, `SSRP`, `protzko2020`)	fred	2	1	1	2	0				3	3	candidate_corpus_or_database=2	discovered_search_lead=2		title:replicationsuccess_package_data_rprojects_ssrp_protzko2020		steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	ReplicationSuccess package data (`RProjects`, `SSRP`, `protzko2020`)
cluster_a_multi_site_registered_replication_report_of_olson_amp_fazio_2001_implicit_atti_1059c675fac2	medium	41	review_cluster_representative	strict	"A multi-site Registered Replication Report of Olson &amp; Fazio (2001) ""Implicit Attitude Formation Through Classical Conditioning"""	msrp	2	1	1	2	0				4	2	candidate_corpus_or_database=2	discovered_search_lead=2		url:https://osf.io/3hjpf | osf:3hjpf | title:a_multi_site_registered_replication_report_of_olson_amp_fazio_2001_implicit_attitude_formation_through_classical_conditioning		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	"A multi-site Registered Replication Report of Olson &amp; Fazio (2001) ""Implicit Attitude Formation Through Classical Conditioning"""
cluster_does_facial_expression_processing_require_attention_a_multi_lab_replication_of_e_d6aef86f17d0	medium	41	review_cluster_representative	strict	Does facial expression processing require attention? A multi-lab replication of Eimer et al. (2003)		2	0	2	2	0				2	7	candidate_individual_paper_or_package=2	routed_to_individual_paper_search=2		osf:27atx | title:does_facial_expression_processing_require_attention_a_multi_lab_replication_of_eimer_et_al_2003		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Does facial expression processing require attention? A multi-lab replication of Eimer et al. (2003)
cluster_incidental_attitude_formation_via_the_surveillance_task_a_multi_site_registered__9bcc77fd586d	medium	41	review_cluster_representative	strict	"Incidental Attitude Formation via the Surveillance Task: A Multi-Site Registered Replication Report of Olson and Fazio (2001) ""Implicit Attitude Formation Through Classical Conditioning"""	msrp	2	1	1	2	0				4	2	candidate_corpus_or_database=2	discovered_search_lead=2		url:https://osf.io/xqv8b | osf:xqv8b | title:incidental_attitude_formation_via_the_surveillance_task_a_multi_site_registered_replication_report_of_olson_and_fazio_2001_implicit_attitude_formation_through_classical_conditionin		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	"Incidental Attitude Formation via the Surveillance Task: A Multi-Site Registered Replication Report of Olson and Fazio (2001) ""Implicit Attitude Formation Through Classical Conditioning"""
cluster_perspectives_on_psychological_science_registered_replication_reports_a5afb9af2301	medium	41	review_cluster_representative	strict	Perspectives on Psychological Science—Registered Replication Reports		2	1	1	2	0				4	2	candidate_corpus_or_database=2	discovered_search_lead=2		url:https://osf.io/hj6da | osf:hj6da | title:perspectives_on_psychological_science_registered_replication_reports		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Perspectives on Psychological Science—Registered Replication Reports
cluster_reproducibility_project_in_special_education_c675b9a615dc	medium	41	review_cluster_representative	strict	Reproducibility Project in Special Education		2	1	1	2	0				4	2	candidate_corpus_or_database=2	discovered_search_lead=2		url:https://osf.io/m2xpj | osf:m2xpj | title:reproducibility_project_in_special_education		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Reproducibility Project in Special Education
cluster_rollout_design_replication_project_c7fba838b4cb	medium	41	review_cluster_representative	strict	Rollout Design Replication Project		2	1	1	2	0				4	2	candidate_corpus_or_database=2	discovered_search_lead=2		url:https://osf.io/rkqab | osf:rkqab | title:rollout_design_replication_project		steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Rollout Design Replication Project
cluster_rp_p_replication_of_j_fo_rster_n_liberman_amp_s_kuschel_2008_2f02f6dac2a0	medium	41	review_cluster_representative	strict	RP:P Replication of J Förster, N Liberman, &amp; S Kuschel (2008)	rpp	2	1	1	2	0				4	2	candidate_corpus_or_database=2	discovered_search_lead=2		url:https://osf.io/rcxqj | osf:rcxqj | title:rp_p_replication_of_j_fo_rster_n_liberman_amp_s_kuschel_2008		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	RP:P Replication of J Förster, N Liberman, &amp; S Kuschel (2008)
cluster_the_reproducibility_project_12b6282b7b4c	medium	41	review_cluster_representative	strict	The Reproducibility Project		2	1	1	2	0				4	2	candidate_corpus_or_database=2	discovered_search_lead=2		url:https://osf.io/g4ntj | osf:g4ntj | title:the_reproducibility_project		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	The Reproducibility Project
cluster_undergraduate_replication_projects_13e3fd112a69	medium	41	review_cluster_representative	strict	Undergraduate Replication Projects		2	1	1	2	0				4	2	candidate_corpus_or_database=2	discovered_search_lead=2		url:https://osf.io/xnuap | osf:xnuap | title:undergraduate_replication_projects		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Undergraduate Replication Projects
cluster_unstable_measures_unreliable_effects_re_evaluating_replicability_with_reliabilit_5530b5eee97f	medium	41	review_cluster_representative	strict	Unstable Measures, Unreliable Effects: Re-evaluating Replicability with Reliability Informed Confidence Intervals	rpp	2	1	1	2	0				4	2	candidate_corpus_or_database=2	discovered_search_lead=2		doi:10.21203/rs.3.rs-5937985/v1 | url:https://doi.org/10.21203/rs.3.rs-5937985/v1 | title:unstable_measures_unreliable_effects_re_evaluating_replicability_with_reliability_informed_confidence_intervals		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	Unstable Measures, Unreliable Effects: Re-evaluating Replicability with Reliability Informed Confidence Intervals
cluster_a_multilab_preregistered_replication_of_the_ego_depletion_effect_796d07ab4567	medium	40	review_cluster_representative	strict	A Multilab Preregistered Replication of the Ego-Depletion Effect	many_labs	3	1	2	3	0				2	2	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.1177/1745691616652873 | url:https://doi.org/10.1177/1745691616652873 | title:a_multilab_preregistered_replication_of_the_ego_depletion_effect		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	A Multilab Preregistered Replication of the Ego-Depletion Effect
cluster_dellavigna_linos_0f4deeb1ccb8	medium	40	review_cluster_representative	strict	Dellavigna Linos		5	1	4	3	0				4	0	candidate_result_table=4 | raw_inventory_dir=1	needs_triage_search_lead=4 | raw_available=1		raw_corpus:dellavigna_linos		data/raw/corpus_candidates/dellavigna_linos | steps/searches/figure1/corporasearch-code-local-original-replication-fields.json	Dellavigna Linos | README | counterfactuals | densities | estimation
cluster_estimating_the_reproducibility_of_psychological_science_2aeaf30d9539	medium	40	review_cluster_representative	strict	Estimating the reproducibility of psychological science	rpp	8	0	8	8	0				2	8	candidate_context_or_methods_paper=8	catalog_only_context_lead=8		doi:10.1126/science.aac4716 | url:https://doi.org/10.1126/science.aac4716 | title:estimating_the_reproducibility_of_psychological_science		steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json | steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json | steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Estimating the Reproducibility of Psychological Science | Estimating the reproducibility of psychological science
cluster_four_replication_experiments_of_kidd_and_castano_2013_49cbc5f880e0	medium	40	review_cluster_representative	strict	Four Replication Experiments of Kidd and Castano (2013)		2	1	1	2	0				5	1	candidate_repository_package=2	discovered_search_lead=2		doi:10.17026/dans-zx6-h97m | url:https://ssh.datastations.nl/citation | title:four_replication_experiments_of_kidd_and_castano_2013		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Four Replication Experiments of Kidd and Castano (2013)
cluster_management_science_replication_project_a93f3d62e27c	medium	40	deprioritize_or_context_review	strict	Management Science Replication Project	msrp	2	2	0	0	0				2	6	replication_project=2	auto_integrate=1 | integrated_live=1		title:management_science_replication_project		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	Management Science Replication Project
cluster_psa_002_object_orientation_271624029199	medium	40	deprioritize_or_context_review	strict	PSA 002 object orientation	psa	2	2	0	0	0				2	6	replication_project=2	auto_integrate=1 | integrated_live=1		title:psa_002_object_orientation		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	PSA 002 object orientation
cluster_the_effect_of_replications_on_citation_patterns_evidence_from_a_large_scale_repr_e59f10701cb6	medium	40	review_cluster_representative	strict	The Effect of Replications on Citation Patterns: Evidence From a Large-Scale Reproducibility Project	rpp	3	1	2	3	0				2	2	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.1177/09567976211005767 | url:https://doi.org/10.1177/09567976211005767 | title:the_effect_of_replications_on_citation_patterns_evidence_from_a_large_scale_reproducibility_project		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	The Effect of Replications on Citation Patterns: Evidence From a Large-Scale Reproducibility Project
