source_result_id	problem_code	severity	detail	suggested_rework
sr_2a81f3efc08e	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_ea908acbfb0c	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_ea908acbfb0c	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_ea908acbfb0c	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_dde25d3c0279	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_dde25d3c0279	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_dde25d3c0279	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_ddd3d7c5f433	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_ddd3d7c5f433	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_ddd3d7c5f433	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_3c91b76d15f8	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_3c91b76d15f8	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_3c91b76d15f8	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_b55639792416	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_b55639792416	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_b55639792416	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_b5e29f519aae	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_b5e29f519aae	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_b5e29f519aae	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_b5e29f519aae	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_3741edf3cd08	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_3741edf3cd08	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_3741edf3cd08	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_5adb462eb079	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_5adb462eb079	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_5adb462eb079	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_3f9b6a09599c	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_3f9b6a09599c	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_3f9b6a09599c	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_928de8f12480	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_928de8f12480	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_928de8f12480	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
